Client ID,FL Round,Training Time,JSD,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 1,1,26.61,0.12,25.88,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,1,25.26,0.09,25.01,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,1,27.19,0.2,25.91,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,1,27.43,0.13,25.97,88.65,1,100,21,CNN 16k,non-IID,CIFAR-10,1.2,0.5814,0.3935,1.6922,2.68,0.3524,0.2836,2.4968
Client 1,2,8.84,0.05,8.1,,2,173,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,2,28.56,0.09,26.38,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,2,9.6,0.05,8.81,,1,100,46,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,2,11.49,0.05,9.22,259.33,1,100,38,CNN 16k,non-IID,CIFAR-10,1.37,0.4685,0.4305,1.9775,2.39,0.409,0.3656,2.2649
Client 1,3,8.29,0.05,7.59,,2,181,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,3,28.87,0.09,24.45,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,3,10.78,0.05,9.8,,1,100,46,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,3,10.81,0.05,10.15,85.04,1,100,38,CNN 16k,non-IID,CIFAR-10,1.3,0.4976,0.4623,1.9057,2.34,0.4365,0.393,2.1738
Client 1,4,8.8,0.05,8.2,,2,182,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,4,28.03,0.09,25.78,,2,130,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,4,11.21,0.05,9.92,,1,100,46,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,4,11.05,0.05,9.7,86.89,1,100,38,CNN 16k,non-IID,CIFAR-10,1.25,0.5163,0.4812,1.7452,2.26,0.4542,0.411,2.0693
Client 1,5,8.45,0.05,8.02,,2,180,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,5,27.65,0.09,26.35,,2,130,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,5,10.8,0.05,9.68,,1,100,46,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,5,11.2,0.05,9.97,88.19,1,100,38,CNN 16k,non-IID,CIFAR-10,1.22,0.5284,0.4926,1.7204,2.24,0.4631,0.4217,2.0161
Client 1,6,9.4,0.05,9.34,,2,178,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,6,29.02,0.09,26.15,,2,132,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,6,10.86,0.05,9.83,,1,100,46,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,6,11.26,0.05,9.86,88.9,1,100,38,CNN 16k,non-IID,CIFAR-10,1.18,0.541,0.5097,1.6719,2.29,0.4741,0.4322,2.0005
Client 1,7,8.06,0.05,7.43,,2,183,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,7,26.58,0.09,24.03,,2,131,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,7,10.5,0.05,8.88,,1,100,46,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,7,10.19,0.05,9.43,84.08,1,100,38,CNN 16k,non-IID,CIFAR-10,1.17,0.5445,0.511,1.6421,2.29,0.4724,0.4299,1.9954
