Client ID,FL Round,Training Time,JSD,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 1,1,1.19,0.23,4.74,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,1,1.2,0.33,4.81,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,1,1.14,0.39,5.21,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,1,1.23,0.3,5.01,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,1,1.31,0.38,4.99,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,1,1.23,0.31,4.98,73.54,1,100,21,CNN 16k,non-IID,CIFAR-10,1.5,0.4479,0.105,2.6903,3.44,0.1143,0.0309,3.6391
Client 1,2,1.42,0.14,4.81,,2,112,18,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,2,1.7,0.14,4.57,,2,114,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,2,1.18,0.12,4.35,,2,110,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,2,1.29,0.1,4.45,,2,111,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,2,1.54,0.13,4.72,,1,100,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,2,1.86,0.11,4.9,79.52,1,100,20,CNN 16k,non-IID,CIFAR-10,1.45,0.4727,0.2057,1.9255,3.8,0.1661,0.0771,3.0183
Client 1,3,1.64,0.08,4.5,,2,120,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,3,1.89,0.1,5.17,,2,120,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,3,2.02,0.12,4.79,,2,114,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,3,1.9,0.12,4.57,,2,114,23,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,3,2.37,0.21,5.25,,1,100,23,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,3,2.15,0.07,5.33,84.7,1,100,22,CNN 16k,non-IID,CIFAR-10,1.31,0.5053,0.2751,1.671,3.32,0.2189,0.1279,2.9777
Client 1,4,5.23,0.21,8.7,,2,106,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,4,5.09,0.19,9.39,,2,106,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,4,2.28,0.08,4.8,,2,116,23,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,4,2.65,0.11,5.17,,2,121,23,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,4,3.34,0.11,5.63,,1,100,24,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,4,5.66,0.11,9.17,97.74,1,100,25,CNN 16k,non-IID,CIFAR-10,1.3,0.508,0.3067,1.7508,3.1,0.2668,0.1819,2.6805
Client 1,5,3.04,0.08,5.29,,2,122,24,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,5,2.47,0.1,4.66,,2,130,24,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,5,6.31,0.21,9.85,,2,106,27,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,5,3.09,0.08,5.15,,2,121,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,5,3.13,0.1,4.98,,1,100,27,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,5,3.9,0.07,5.82,108.9,1,100,24,CNN 16k,non-IID,CIFAR-10,1.32,0.4947,0.3261,2.1571,2.79,0.2723,0.1902,2.7285
Client 1,6,7.8,0.14,10.87,,2,107,27,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,6,2.89,0.06,5.05,,2,120,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,6,3.58,0.08,5.77,,2,117,27,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,6,7.34,0.24,9.91,,2,107,25,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,6,3.94,0.09,5.6,,1,100,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,6,8.25,0.15,10.75,121.58,1,100,26,CNN 16k,non-IID,CIFAR-10,1.29,0.5,0.3498,1.8186,2.55,0.3055,0.2395,2.6229
Client 1,7,3.37,0.08,5.3,,2,132,24,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,7,8.94,0.22,11.83,,2,108,29,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,7,9.39,0.13,11.87,,2,108,29,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,7,3.93,0.09,5.77,,2,138,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,7,10.17,0.21,12.97,,1,100,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,7,4.55,0.09,5.82,128.45,1,100,28,CNN 16k,non-IID,CIFAR-10,1.26,0.5482,0.3682,1.5619,2.36,0.3219,0.2501,2.6406
Client 1,8,10.24,0.12,13.3,,2,108,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,8,3.71,0.07,5.54,,2,142,31,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,8,4.6,0.07,5.75,,2,129,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,8,9.58,0.27,13.08,,2,108,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,8,5.31,0.07,7.35,,1,100,31,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,8,10.77,0.17,13.81,129.41,1,100,30,CNN 16k,non-IID,CIFAR-10,1.2,0.5543,0.4062,1.6712,2.5,0.3512,0.2913,2.3778
Client 1,9,4.28,0.07,5.7,,2,139,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,9,11.08,0.14,14.04,,2,109,32,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,9,11.51,0.12,14.57,,2,108,32,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,9,3.92,0.07,5.77,,2,135,35,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,9,12.51,0.11,15.34,,1,100,32,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,9,4.96,0.07,6.31,169.01,1,100,31,CNN 16k,non-IID,CIFAR-10,1.3,0.5125,0.4227,1.777,2.2,0.3829,0.3333,2.3091
Client 1,10,13.37,0.2,15.46,,2,109,32,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,10,4.87,0.07,6.06,,2,144,34,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,10,5.18,0.06,6.29,,2,128,33,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,10,13.06,0.18,15.67,,2,109,35,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,10,7.23,0.06,7.39,,1,100,34,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,10,13.12,0.17,15.28,137.34,1,100,33,CNN 16k,non-IID,CIFAR-10,1.15,0.5697,0.4517,1.7019,2.14,0.4008,0.3592,2.2461
Client 1,11,5.63,0.06,6.42,,2,125,33,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,11,14.7,0.17,16.16,,2,110,35,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,11,13.78,0.16,16.72,,2,109,35,CNN 16k,non-IID,CIFAR-10,,,,,,,,
