Client ID,FL Round,Training Time,JSD,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 23,1,1.16,0.09,5.1,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,1,1.34,0.16,5.11,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,1,1.17,0.13,4.58,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,1,1.21,0.11,4.88,,2,103,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,1,1.5,0.14,4.74,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,1,1.27,0.14,5.25,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 29,1,1.32,0.12,5.47,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 30,1,1.19,0.26,4.84,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 31,1,1.35,0.19,4.46,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 32,1,1.29,0.09,4.96,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 33,1,1.29,0.16,5.04,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 34,1,1.25,0.12,4.97,72.98,1,100,21,CNN 16k,non-IID,CIFAR-10,1.91,0.2748,0.0837,2.4777,2.75,0.1237,0.0441,3.0685
Client 23,2,1.08,0.12,4.0,,2,120,18,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,2,0.99,0.06,4.4,,2,108,18,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,2,1.26,0.07,4.55,,2,113,18,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,2,1.32,0.1,4.22,,2,116,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,2,1.42,0.12,4.33,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,2,1.38,0.06,5.11,,1,100,17,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 29,2,1.37,0.12,4.07,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 30,2,1.52,0.07,4.66,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 31,2,1.25,0.1,4.42,,1,100,18,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 32,2,1.29,0.1,4.36,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 33,2,1.75,0.09,4.88,,1,100,19,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 34,2,1.39,0.07,4.71,87.83,1,100,18,CNN 16k,non-IID,CIFAR-10,1.65,0.3845,0.2053,2.1293,2.87,0.1849,0.1133,2.8045
Client 23,3,3.94,0.11,7.81,,2,105,23,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,3,1.5,0.07,4.41,,2,111,20,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,3,1.44,0.05,4.53,,2,110,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,3,3.83,0.23,7.04,,2,105,24,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,3,3.38,0.17,6.95,,1,100,24,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,3,1.99,0.06,4.38,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 29,3,4.6,0.1,7.51,,1,100,24,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 30,3,2.19,0.07,4.86,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 31,3,4.13,0.13,7.69,,1,100,23,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 32,3,4.0,0.18,7.22,,1,100,24,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 33,3,1.71,0.07,4.38,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 34,3,1.9,0.07,4.43,88.53,1,100,21,CNN 16k,non-IID,CIFAR-10,1.53,0.4276,0.3031,2.0802,2.66,0.2628,0.1946,2.6349
Client 23,4,1.93,0.06,4.57,,2,124,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,4,2.27,0.07,4.94,,2,110,22,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,4,2.34,0.06,4.94,,2,112,22,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,4,2.05,0.12,4.18,,2,126,22,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,4,2.76,0.06,5.22,,1,100,22,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,4,3.1,0.08,5.25,,1,100,23,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 29,4,6.04,0.1,8.95,,1,100,22,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 30,4,2.86,0.06,5.36,,1,100,23,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 31,4,3.03,0.07,5.59,,1,100,22,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 32,4,2.87,0.06,5.34,,1,100,21,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 33,4,3.47,0.08,6.35,,1,100,23,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 34,4,3.03,0.08,4.8,97.92,1,100,22,CNN 16k,non-IID,CIFAR-10,1.43,0.4521,0.3475,2.0046,2.61,0.291,0.2291,2.505
Client 23,5,2.85,0.09,4.97,,2,126,24,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,5,2.52,0.06,5.06,,2,112,25,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,5,2.97,0.09,4.82,,2,126,25,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,5,3.08,0.07,4.99,,2,121,24,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,5,2.8,0.1,4.78,,1,100,23,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,5,3.8,0.09,5.42,,1,100,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 29,5,7.38,0.15,10.01,,1,100,23,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 30,5,3.04,0.09,4.9,,1,100,24,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 31,5,3.27,0.11,5.02,,1,100,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 32,5,3.27,0.06,5.56,,1,100,23,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 33,5,3.83,0.06,6.03,,1,100,24,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 34,5,3.24,0.09,5.04,126.07,1,100,25,CNN 16k,non-IID,CIFAR-10,1.37,0.4803,0.3463,1.8465,2.47,0.3022,0.236,2.5941
Client 23,6,3.07,0.06,5.31,,2,131,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,6,3.42,0.07,6.2,,2,124,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,6,3.68,0.06,5.44,,2,128,27,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,6,2.73,0.06,4.68,,2,136,25,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,6,7.72,0.14,10.66,,1,100,27,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,6,4.3,0.06,6.21,,1,100,27,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 29,6,3.71,0.08,5.32,,1,100,24,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 30,6,4.62,0.08,6.01,,1,100,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 31,6,3.83,0.08,5.41,,1,100,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 32,6,4.63,0.07,6.27,,1,100,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 33,6,4.21,0.09,5.56,,1,100,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 34,6,4.66,0.06,6.14,124.52,1,100,25,CNN 16k,non-IID,CIFAR-10,1.34,0.4852,0.3881,1.9086,2.33,0.3371,0.2776,2.4678
Client 23,7,4.12,0.06,6.37,,2,121,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 24,7,4.4,0.09,6.06,,2,129,31,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 25,7,3.6,0.06,5.33,,2,129,29,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 26,7,4.34,0.07,5.88,,2,120,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 27,7,4.52,0.07,6.12,,1,100,26,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 28,7,5.42,0.07,6.43,,1,100,30,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 29,7,4.04,0.09,5.34,,1,100,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 30,7,4.35,0.09,5.52,,1,100,34,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 31,7,4.02,0.06,5.7,,1,100,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 32,7,4.85,0.07,6.22,,1,100,29,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 33,7,4.44,0.07,5.59,,1,100,28,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 34,7,6.06,0.09,7.02,140.97,1,100,29,CNN 16k,non-IID,CIFAR-10,1.28,0.4932,0.3868,1.8945,2.49,0.3383,0.2781,2.4415
