Client ID,FL Round,Training Time,Communication Time,Total Time of FL Round,# of CPU,CPU Usage (%),RAM Usage (%),Model Type,Data Distr. Type,Dataset,Train Loss,Train Accuracy,Train F1,Train MAE,Val Loss,Val Accuracy,Val F1,Val MAE
Client 1,1,23.58,27.31,,2,139,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,1,23.91,27.32,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,1,24.93,27.14,54.96,2,138,41,CNN 16k,non-IID,CIFAR-10,2641.87,0.3978,0.1574,2.1618,872.39,0.1926,0.1042,2.911
Client 1,2,24.54,25.3,,2,140,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,2,23.63,24.29,,2,140,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,2,24.86,26.6,51.49,2,138,41,CNN 16k,non-IID,CIFAR-10,2152.14,0.5012,0.2472,1.7529,808.1,0.2676,0.1838,2.7288
Client 1,3,24.14,27.14,,2,139,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,3,24.4,25.88,,2,139,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,3,25.9,30.4,,2,136,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,3,25.72,26.71,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,3,26.25,27.97,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,3,26.19,27.69,56.31,1,100,41,CNN 16k,non-IID,CIFAR-10,1989.36,0.5425,0.2914,1.6661,758.4,0.3027,0.2265,2.6285
Client 1,4,25.29,26.84,,2,139,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,4,24.51,27.81,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,4,25.54,27.07,,2,137,43,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,4,25.42,26.44,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,4,26.06,27.23,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,4,26.04,27.63,53.69,1,100,41,CNN 16k,non-IID,CIFAR-10,1866.54,0.5729,0.3354,1.5269,714.33,0.3322,0.2657,2.4928
Client 1,5,26.88,27.36,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,5,26.24,28.14,,2,137,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,5,26.9,30.58,,2,135,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,5,27.04,27.93,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,5,26.87,26.85,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,5,26.94,27.31,57.5,1,100,41,CNN 16k,non-IID,CIFAR-10,1774.09,0.5934,0.3671,1.4843,701.87,0.3535,0.2954,2.409
Client 1,6,25.07,26.56,,2,139,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 2,6,26.18,26.38,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 3,6,25.56,27.1,,2,138,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 4,6,26.66,27.08,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 5,6,26.27,26.77,,1,100,41,CNN 16k,non-IID,CIFAR-10,,,,,,,,
Client 6,6,26.31,27.7,54.08,1,100,41,CNN 16k,non-IID,CIFAR-10,1720.66,0.6059,0.3866,1.4092,666.04,0.3694,0.3142,2.3185
